#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cox6a2	Cox6c	10090.ENSMUSP00000033049	10090.ENSMUSP00000123609	0	0.872	0.540	0.354	0.958
Cox6a2	Uqcr10	10090.ENSMUSP00000033049	10090.ENSMUSP00000054856	0	0.937	0.540	0	0.970
Cox6a2	Uqcrq	10090.ENSMUSP00000033049	10090.ENSMUSP00000053145	0	0.942	0.540	0	0.972
Cox6a2	mt-Co3	10090.ENSMUSP00000033049	10090.ENSMUSP00000080997	0	0.942	0.540	0	0.972
Cox6a2	Cox6b1	10090.ENSMUSP00000033049	10090.ENSMUSP00000075150	0	0.928	0.540	0.250	0.973
Cox6a2	mt-Co1	10090.ENSMUSP00000033049	10090.ENSMUSP00000080993	0	0.938	0.540	0.152	0.973
Cox6b1	Sdhb	10090.ENSMUSP00000075150	10090.ENSMUSP00000010007	0	0.314	0	0.311	0.507
Cox6b1	Ndufa2	10090.ENSMUSP00000075150	10090.ENSMUSP00000014438	0	0.495	0	0	0.495
Cox6b1	Uqcr11	10090.ENSMUSP00000075150	10090.ENSMUSP00000020372	0	0.867	0.720	0.339	0.973
Cox6b1	Uqcrb	10090.ENSMUSP00000075150	10090.ENSMUSP00000021993	0	0.871	0.720	0	0.962
Cox6b1	Ndufs4	10090.ENSMUSP00000075150	10090.ENSMUSP00000022286	0	0.502	0	0	0.502
Cox6b1	Ndufb9	10090.ENSMUSP00000075150	10090.ENSMUSP00000022980	0	0.349	0	0.424	0.608
Cox6b1	Ndufa6	10090.ENSMUSP00000075150	10090.ENSMUSP00000023085	0	0.504	0	0	0.504
Cox6b1	Ndufa5	10090.ENSMUSP00000075150	10090.ENSMUSP00000023851	0	0.502	0	0	0.502
Cox6b1	Ndufb8	10090.ENSMUSP00000075150	10090.ENSMUSP00000026222	0	0.248	0	0.426	0.549
Cox6b1	Cox8b	10090.ENSMUSP00000075150	10090.ENSMUSP00000026561	0	0.804	0.540	0	0.906
Cox6b1	Ndufc2	10090.ENSMUSP00000075150	10090.ENSMUSP00000032882	0	0.495	0	0	0.495
Cox6b1	Ndufab1	10090.ENSMUSP00000075150	10090.ENSMUSP00000033157	0	0.496	0	0	0.496
Cox6b1	Cox7b	10090.ENSMUSP00000075150	10090.ENSMUSP00000033582	0	0.843	0.800	0.487	0.982
Cox6b1	Cox7a2	10090.ENSMUSP00000075150	10090.ENSMUSP00000034881	0	0.433	0.720	0.482	0.910
Cox6b1	Cox8a	10090.ENSMUSP00000075150	10090.ENSMUSP00000040717	0	0.157	0.800	0.142	0.842
Cox6b1	Ndufa4l2	10090.ENSMUSP00000075150	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox6b1	Ndufv1	10090.ENSMUSP00000075150	10090.ENSMUSP00000042967	0	0.497	0	0	0.497
Cox6b1	Ndufb10	10090.ENSMUSP00000075150	10090.ENSMUSP00000043543	0	0.498	0	0	0.498
Cox6b1	Uqcrq	10090.ENSMUSP00000075150	10090.ENSMUSP00000053145	0	0.870	0.720	0	0.962
Cox6b1	Uqcr10	10090.ENSMUSP00000075150	10090.ENSMUSP00000054856	0	0.906	0.720	0.185	0.976
Cox6b1	Ndufa8	10090.ENSMUSP00000075150	10090.ENSMUSP00000065352	0	0.448	0	0	0.448
Cox6b1	Ndufs7	10090.ENSMUSP00000075150	10090.ENSMUSP00000101003	0	0.456	0	0	0.456
Cox6b1	Ndufb1-ps	10090.ENSMUSP00000075150	10090.ENSMUSP00000159138	0	0.341	0	0.254	0.487
Cox6b1	Ndufs5	10090.ENSMUSP00000075150	10090.ENSMUSP00000101813	0	0.491	0	0	0.491
Cox6b1	Ndufa3	10090.ENSMUSP00000075150	10090.ENSMUSP00000075953	0	0.493	0	0	0.493
Cox6b1	Ndufb6	10090.ENSMUSP00000075150	10090.ENSMUSP00000092746	0	0.494	0	0	0.494
Cox6b1	Ndufa12	10090.ENSMUSP00000075150	10090.ENSMUSP00000136313	0	0.499	0	0	0.499
Cox6b1	Uqcc3	10090.ENSMUSP00000075150	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
Cox6b1	Cox7a1	10090.ENSMUSP00000075150	10090.ENSMUSP00000096193	0	0.409	0.360	0.724	0.886
Cox6b1	Cox6b2	10090.ENSMUSP00000075150	10090.ENSMUSP00000138709	0	0	0.900	0	0.900
Cox6b1	Ndufa4	10090.ENSMUSP00000075150	10090.ENSMUSP00000144932	0	0.349	0.800	0.659	0.951
Cox6b1	mt-Cytb	10090.ENSMUSP00000075150	10090.ENSMUSP00000081003	0	0.845	0.720	0	0.954
Cox6b1	mt-Co1	10090.ENSMUSP00000075150	10090.ENSMUSP00000080993	0	0.935	0.800	0.124	0.987
Cox6b1	mt-Co3	10090.ENSMUSP00000075150	10090.ENSMUSP00000080997	0	0.935	0.800	0.249	0.989
Cox6b1	Cox7c	10090.ENSMUSP00000075150	10090.ENSMUSP00000115419	0	0.871	0.800	0.672	0.990
Cox6b1	Cox6c	10090.ENSMUSP00000075150	10090.ENSMUSP00000123609	0	0.893	0.720	0.729	0.991
Cox6b1	mt-Co2	10090.ENSMUSP00000075150	10090.ENSMUSP00000080994	0	0.960	0.800	0.316	0.994
Cox6b2	Uqcr11	10090.ENSMUSP00000138709	10090.ENSMUSP00000020372	0	0.367	0.360	0	0.577
Cox6b2	Uqcrb	10090.ENSMUSP00000138709	10090.ENSMUSP00000021993	0	0.384	0.360	0	0.588
Cox6b2	Cox7b	10090.ENSMUSP00000138709	10090.ENSMUSP00000033582	0	0.248	0.360	0	0.498
Cox6b2	Cox7a2	10090.ENSMUSP00000138709	10090.ENSMUSP00000034881	0	0.243	0.360	0	0.494
Cox6b2	Cox8a	10090.ENSMUSP00000138709	10090.ENSMUSP00000040717	0	0.157	0.360	0	0.437
Cox6b2	Uqcrq	10090.ENSMUSP00000138709	10090.ENSMUSP00000053145	0	0.378	0.360	0	0.584
Cox6b2	Uqcr10	10090.ENSMUSP00000138709	10090.ENSMUSP00000054856	0	0.389	0.360	0	0.592
Cox6b2	mt-Co1	10090.ENSMUSP00000138709	10090.ENSMUSP00000080993	0	0.381	0.360	0.124	0.622
Cox6b2	mt-Co2	10090.ENSMUSP00000138709	10090.ENSMUSP00000080994	0	0.383	0.360	0.231	0.669
Cox6b2	mt-Co3	10090.ENSMUSP00000138709	10090.ENSMUSP00000080997	0	0.386	0.360	0	0.590
Cox6b2	mt-Cytb	10090.ENSMUSP00000138709	10090.ENSMUSP00000081003	0	0.260	0.360	0	0.506
Cox6b2	Cox7a1	10090.ENSMUSP00000138709	10090.ENSMUSP00000096193	0	0.409	0.360	0.078	0.620
Cox6b2	Cox7c	10090.ENSMUSP00000138709	10090.ENSMUSP00000115419	0	0.385	0.360	0.073	0.603
Cox6b2	Cox6c	10090.ENSMUSP00000138709	10090.ENSMUSP00000123609	0	0.305	0.360	0	0.536
Cox6b2	Ndufa4	10090.ENSMUSP00000138709	10090.ENSMUSP00000144932	0	0.105	0.360	0	0.402
Cox6c	Ndufa2	10090.ENSMUSP00000123609	10090.ENSMUSP00000014438	0	0.411	0	0	0.411
Cox6c	Uqcr11	10090.ENSMUSP00000123609	10090.ENSMUSP00000020372	0	0.816	0.720	0	0.946
Cox6c	Uqcrb	10090.ENSMUSP00000123609	10090.ENSMUSP00000021993	0	0.816	0.720	0	0.946
Cox6c	Ndufb9	10090.ENSMUSP00000123609	10090.ENSMUSP00000022980	0	0.277	0	0.419	0.561
Cox6c	Ndufb8	10090.ENSMUSP00000123609	10090.ENSMUSP00000026222	0	0.237	0	0.423	0.540
Cox6c	Cox8b	10090.ENSMUSP00000123609	10090.ENSMUSP00000026561	0	0.803	0.540	0	0.905
Cox6c	Ndufc2	10090.ENSMUSP00000123609	10090.ENSMUSP00000032882	0	0.421	0	0	0.421
Cox6c	Cox7b	10090.ENSMUSP00000123609	10090.ENSMUSP00000033582	0	0.919	0.720	0.724	0.993
Cox6c	Cox7a2	10090.ENSMUSP00000123609	10090.ENSMUSP00000034881	0	0.445	0.720	0.047	0.839
Cox6c	Ndufa7	10090.ENSMUSP00000123609	10090.ENSMUSP00000039692	0	0.426	0	0	0.426
Cox6c	Cox8a	10090.ENSMUSP00000123609	10090.ENSMUSP00000040717	0	0.310	0.720	0.683	0.933
Cox6c	Ndufa4l2	10090.ENSMUSP00000123609	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox6c	Ndufb10	10090.ENSMUSP00000123609	10090.ENSMUSP00000043543	0	0.437	0	0	0.437
Cox6c	Uqcrq	10090.ENSMUSP00000123609	10090.ENSMUSP00000053145	0	0.816	0.720	0	0.946
Cox6c	Uqcr10	10090.ENSMUSP00000123609	10090.ENSMUSP00000054856	0	0.854	0.720	0	0.957
Cox6c	Ndufa3	10090.ENSMUSP00000123609	10090.ENSMUSP00000075953	0	0.421	0	0	0.421
Cox6c	mt-Co1	10090.ENSMUSP00000123609	10090.ENSMUSP00000080993	0	0.929	0.900	0	0.992
Cox6c	mt-Co2	10090.ENSMUSP00000123609	10090.ENSMUSP00000080994	0	0.961	0.900	0.117	0.996
Cox6c	mt-Co3	10090.ENSMUSP00000123609	10090.ENSMUSP00000080997	0	0.834	0.900	0	0.982
Cox6c	mt-Cytb	10090.ENSMUSP00000123609	10090.ENSMUSP00000081003	0	0.816	0.720	0	0.946
Cox6c	Uqcc3	10090.ENSMUSP00000123609	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
Cox6c	Cox7a1	10090.ENSMUSP00000123609	10090.ENSMUSP00000096193	0	0.402	0.360	0.092	0.622
Cox6c	Ndufs5	10090.ENSMUSP00000123609	10090.ENSMUSP00000101813	0	0.436	0	0	0.436
Cox6c	Cox7c	10090.ENSMUSP00000123609	10090.ENSMUSP00000115419	0	0.899	0.900	0.920	0.999
Cox6c	Ndufa12	10090.ENSMUSP00000123609	10090.ENSMUSP00000136313	0	0.467	0	0	0.467
Cox6c	Ndufa4	10090.ENSMUSP00000123609	10090.ENSMUSP00000144932	0	0.397	0.720	0.414	0.892
Cox7a1	Ndufa11	10090.ENSMUSP00000096193	10090.ENSMUSP00000002452	0	0.404	0	0	0.404
Cox7a1	Ndufa2	10090.ENSMUSP00000096193	10090.ENSMUSP00000014438	0	0.404	0	0	0.404
Cox7a1	Ndufa1	10090.ENSMUSP00000096193	10090.ENSMUSP00000016571	0	0.404	0	0	0.404
Cox7a1	Uqcr11	10090.ENSMUSP00000096193	10090.ENSMUSP00000020372	0	0.620	0.360	0.781	0.942
Cox7a1	Uqcrb	10090.ENSMUSP00000096193	10090.ENSMUSP00000021993	0	0.575	0.360	0.364	0.811
Cox7a1	Ndufs6	10090.ENSMUSP00000096193	10090.ENSMUSP00000022097	0	0.404	0	0	0.404
Cox7a1	Ndufs4	10090.ENSMUSP00000096193	10090.ENSMUSP00000022286	0	0.404	0	0	0.404
Cox7a1	Ndufb9	10090.ENSMUSP00000096193	10090.ENSMUSP00000022980	0	0.404	0	0	0.404
Cox7a1	Ndufa6	10090.ENSMUSP00000096193	10090.ENSMUSP00000023085	0	0.404	0	0	0.404
Cox7a1	Ndufb4	10090.ENSMUSP00000096193	10090.ENSMUSP00000023514	0	0.404	0	0.423	0.641
Cox7a1	Ndufa5	10090.ENSMUSP00000096193	10090.ENSMUSP00000023851	0	0.404	0	0	0.404
Cox7a1	Cox8b	10090.ENSMUSP00000096193	10090.ENSMUSP00000026561	0	0.362	0.360	0	0.574
Cox7a1	Ndufc2	10090.ENSMUSP00000096193	10090.ENSMUSP00000032882	0	0.404	0	0	0.404
Cox7a1	Cox7b	10090.ENSMUSP00000096193	10090.ENSMUSP00000033582	0	0.490	0.360	0.056	0.664
Cox7a1	Cox7a2	10090.ENSMUSP00000096193	10090.ENSMUSP00000034881	0	0	0.900	0.281	0.925
Cox7a1	Ndufb7	10090.ENSMUSP00000096193	10090.ENSMUSP00000037341	0	0.404	0	0	0.404
Cox7a1	Ndufv1	10090.ENSMUSP00000096193	10090.ENSMUSP00000042967	0	0.404	0	0	0.404
Cox7a1	Ndufb10	10090.ENSMUSP00000096193	10090.ENSMUSP00000043543	0	0.404	0	0	0.404
Cox7a1	Ndufv3	10090.ENSMUSP00000096193	10090.ENSMUSP00000049000	0	0.371	0	0.216	0.485
Cox7a1	Uqcrq	10090.ENSMUSP00000096193	10090.ENSMUSP00000053145	0	0.598	0.360	0.367	0.822
Cox7a1	Uqcr10	10090.ENSMUSP00000096193	10090.ENSMUSP00000054856	0	0.598	0.360	0.157	0.764
Cox7a1	Ndufa8	10090.ENSMUSP00000096193	10090.ENSMUSP00000065352	0	0.404	0	0	0.404
Cox7a1	Ndufa3	10090.ENSMUSP00000096193	10090.ENSMUSP00000075953	0	0.404	0	0	0.404
Cox7a1	mt-Nd1	10090.ENSMUSP00000096193	10090.ENSMUSP00000080991	0	0.404	0	0	0.404
Cox7a1	mt-Nd2	10090.ENSMUSP00000096193	10090.ENSMUSP00000080992	0	0.404	0	0	0.404
Cox7a1	mt-Co1	10090.ENSMUSP00000096193	10090.ENSMUSP00000080993	0	0.569	0.360	0	0.712
Cox7a1	mt-Co2	10090.ENSMUSP00000096193	10090.ENSMUSP00000080994	0	0.740	0.360	0	0.826
Cox7a1	mt-Co3	10090.ENSMUSP00000096193	10090.ENSMUSP00000080997	0	0.610	0.360	0	0.739
Cox7a1	mt-Nd3	10090.ENSMUSP00000096193	10090.ENSMUSP00000080998	0	0.404	0	0	0.404
Cox7a1	mt-Nd4	10090.ENSMUSP00000096193	10090.ENSMUSP00000081000	0	0.404	0	0	0.404
Cox7a1	mt-Nd5	10090.ENSMUSP00000096193	10090.ENSMUSP00000081001	0	0.404	0	0.260	0.540
Cox7a1	mt-Nd6	10090.ENSMUSP00000096193	10090.ENSMUSP00000081002	0	0.404	0	0	0.404
Cox7a1	mt-Cytb	10090.ENSMUSP00000096193	10090.ENSMUSP00000081003	0	0.577	0.360	0	0.717
Cox7a1	Ndufb6	10090.ENSMUSP00000096193	10090.ENSMUSP00000092746	0	0.404	0	0	0.404
Cox7a1	Ndufs7	10090.ENSMUSP00000096193	10090.ENSMUSP00000101003	0	0.404	0	0	0.404
Cox7a1	Ndufs8	10090.ENSMUSP00000096193	10090.ENSMUSP00000158541	0	0.404	0	0	0.404
Cox7a1	Ndufs5	10090.ENSMUSP00000096193	10090.ENSMUSP00000101813	0	0.404	0	0	0.404
Cox7a1	Ndufb1-ps	10090.ENSMUSP00000096193	10090.ENSMUSP00000159138	0	0.404	0	0	0.404
Cox7a1	Ndufa12	10090.ENSMUSP00000096193	10090.ENSMUSP00000136313	0	0.404	0	0	0.404
Cox7a1	Ndufa4	10090.ENSMUSP00000096193	10090.ENSMUSP00000144932	0	0	0.360	0.340	0.559
Cox7a1	Cox7c	10090.ENSMUSP00000096193	10090.ENSMUSP00000115419	0	0.599	0.360	0.162	0.766
Cox7a2	Uqcr11	10090.ENSMUSP00000034881	10090.ENSMUSP00000020372	0	0	0.720	0	0.720
Cox7a2	Uqcrb	10090.ENSMUSP00000034881	10090.ENSMUSP00000021993	0	0	0.720	0	0.720
Cox7a2	Cox8b	10090.ENSMUSP00000034881	10090.ENSMUSP00000026561	0	0	0.540	0	0.540
Cox7a2	Cox7b	10090.ENSMUSP00000034881	10090.ENSMUSP00000033582	0	0.207	0.720	0	0.768
Cox7a2	Ndufa4l2	10090.ENSMUSP00000034881	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox7a2	Uqcc3	10090.ENSMUSP00000034881	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
Cox7a2	mt-Cytb	10090.ENSMUSP00000034881	10090.ENSMUSP00000081003	0	0	0.720	0	0.720
Cox7a2	Uqcrq	10090.ENSMUSP00000034881	10090.ENSMUSP00000053145	0	0	0.720	0	0.720
Cox7a2	Uqcr10	10090.ENSMUSP00000034881	10090.ENSMUSP00000054856	0	0.329	0.720	0	0.804
Cox7a2	mt-Co1	10090.ENSMUSP00000034881	10090.ENSMUSP00000080993	0	0.399	0.720	0	0.824
Cox7a2	mt-Co3	10090.ENSMUSP00000034881	10090.ENSMUSP00000080997	0	0.399	0.720	0	0.824
Cox7a2	Cox8a	10090.ENSMUSP00000034881	10090.ENSMUSP00000040717	0	0.267	0.720	0.279	0.839
Cox7a2	mt-Co2	10090.ENSMUSP00000034881	10090.ENSMUSP00000080994	0	0.512	0.720	0	0.857
Cox7a2	Ndufa4	10090.ENSMUSP00000034881	10090.ENSMUSP00000144932	0	0.373	0.720	0.267	0.860
Cox7a2	Cox7c	10090.ENSMUSP00000034881	10090.ENSMUSP00000115419	0	0.564	0.720	0	0.872
Cox7b	Ndufa11	10090.ENSMUSP00000033582	10090.ENSMUSP00000002452	0	0.400	0	0.268	0.542
Cox7b	Ndufa2	10090.ENSMUSP00000033582	10090.ENSMUSP00000014438	0	0.400	0	0	0.400
Cox7b	Ndufa1	10090.ENSMUSP00000033582	10090.ENSMUSP00000016571	0	0.400	0	0.137	0.460
Cox7b	Uqcr11	10090.ENSMUSP00000033582	10090.ENSMUSP00000020372	0	0.863	0.720	0.307	0.971
Cox7b	Uqcrb	10090.ENSMUSP00000033582	10090.ENSMUSP00000021993	0	0.837	0.720	0	0.952
Cox7b	Ndufs6	10090.ENSMUSP00000033582	10090.ENSMUSP00000022097	0	0.400	0	0	0.400
Cox7b	Ndufs4	10090.ENSMUSP00000033582	10090.ENSMUSP00000022286	0	0.400	0	0	0.400
Cox7b	Ndufb9	10090.ENSMUSP00000033582	10090.ENSMUSP00000022980	0	0.402	0	0.291	0.557
Cox7b	Ndufa6	10090.ENSMUSP00000033582	10090.ENSMUSP00000023085	0	0.400	0	0.274	0.545
Cox7b	Ndufb4	10090.ENSMUSP00000033582	10090.ENSMUSP00000023514	0	0.400	0	0	0.400
Cox7b	Ndufa5	10090.ENSMUSP00000033582	10090.ENSMUSP00000023851	0	0.400	0	0	0.400
Cox7b	Cox8b	10090.ENSMUSP00000033582	10090.ENSMUSP00000026561	0	0.901	0.540	0	0.952
Cox7b	Ndufc2	10090.ENSMUSP00000033582	10090.ENSMUSP00000032882	0	0.400	0	0	0.400
Cox7b	Ndufab1	10090.ENSMUSP00000033582	10090.ENSMUSP00000033157	0	0.400	0	0	0.400
Cox7b	Ndufb7	10090.ENSMUSP00000033582	10090.ENSMUSP00000037341	0	0.400	0	0	0.400
Cox7b	Ndufs5	10090.ENSMUSP00000033582	10090.ENSMUSP00000101813	0	0.400	0	0	0.400
Cox7b	Ndufs8	10090.ENSMUSP00000033582	10090.ENSMUSP00000158541	0	0.400	0	0	0.400
Cox7b	Ndufb6	10090.ENSMUSP00000033582	10090.ENSMUSP00000092746	0	0.400	0	0	0.400
Cox7b	Ndufa8	10090.ENSMUSP00000033582	10090.ENSMUSP00000065352	0	0.400	0	0	0.400
Cox7b	mt-Nd2	10090.ENSMUSP00000033582	10090.ENSMUSP00000080992	0	0.400	0	0	0.400
Cox7b	Ndufa12	10090.ENSMUSP00000033582	10090.ENSMUSP00000136313	0	0.400	0	0	0.400
Cox7b	Ndufv1	10090.ENSMUSP00000033582	10090.ENSMUSP00000042967	0	0.400	0	0	0.400
Cox7b	mt-Nd5	10090.ENSMUSP00000033582	10090.ENSMUSP00000081001	0	0.400	0	0	0.400
Cox7b	mt-Nd1	10090.ENSMUSP00000033582	10090.ENSMUSP00000080991	0	0.400	0	0	0.400
Cox7b	Ndufa3	10090.ENSMUSP00000033582	10090.ENSMUSP00000075953	0	0.400	0	0	0.400
Cox7b	mt-Nd3	10090.ENSMUSP00000033582	10090.ENSMUSP00000080998	0	0.400	0	0	0.400
Cox7b	Ndufb10	10090.ENSMUSP00000033582	10090.ENSMUSP00000043543	0	0.400	0	0	0.400
Cox7b	mt-Nd4	10090.ENSMUSP00000033582	10090.ENSMUSP00000081000	0	0.400	0	0	0.400
Cox7b	Ndufs7	10090.ENSMUSP00000033582	10090.ENSMUSP00000101003	0	0.400	0	0	0.400
Cox7b	mt-Nd6	10090.ENSMUSP00000033582	10090.ENSMUSP00000081002	0	0.400	0	0	0.400
Cox7b	Ndufb11	10090.ENSMUSP00000033582	10090.ENSMUSP00000112320	0	0.338	0	0.219	0.460
Cox7b	Ndufa13	10090.ENSMUSP00000033582	10090.ENSMUSP00000105796	0	0.338	0	0.328	0.536
Cox7b	Ndufa4l2	10090.ENSMUSP00000033582	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox7b	Ndufb1-ps	10090.ENSMUSP00000033582	10090.ENSMUSP00000159138	0	0.400	0	0.301	0.562
Cox7b	Uqcc3	10090.ENSMUSP00000033582	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
Cox7b	Cox8a	10090.ENSMUSP00000033582	10090.ENSMUSP00000040717	0	0.197	0.800	0.142	0.850
Cox7b	Ndufa4	10090.ENSMUSP00000033582	10090.ENSMUSP00000144932	0	0.124	0.800	0.260	0.859
Cox7b	mt-Cytb	10090.ENSMUSP00000033582	10090.ENSMUSP00000081003	0	0.863	0.720	0	0.960
Cox7b	Uqcrq	10090.ENSMUSP00000033582	10090.ENSMUSP00000053145	0	0.863	0.720	0.145	0.964
Cox7b	Uqcr10	10090.ENSMUSP00000033582	10090.ENSMUSP00000054856	0	0.863	0.720	0.242	0.968
Cox7b	mt-Co3	10090.ENSMUSP00000033582	10090.ENSMUSP00000080997	0	0.863	0.800	0	0.971
Cox7b	mt-Co1	10090.ENSMUSP00000033582	10090.ENSMUSP00000080993	0	0.931	0.800	0	0.985
Cox7b	mt-Co2	10090.ENSMUSP00000033582	10090.ENSMUSP00000080994	0	0.933	0.800	0	0.986
Cox7b	Cox7c	10090.ENSMUSP00000033582	10090.ENSMUSP00000115419	0	0.859	0.800	0.651	0.989
Cox7c	Ndufa11	10090.ENSMUSP00000115419	10090.ENSMUSP00000002452	0	0.404	0	0.078	0.426
Cox7c	Ndufa2	10090.ENSMUSP00000115419	10090.ENSMUSP00000014438	0	0.404	0	0	0.404
Cox7c	Ndufa1	10090.ENSMUSP00000115419	10090.ENSMUSP00000016571	0	0.404	0	0.210	0.509
Cox7c	Uqcr11	10090.ENSMUSP00000115419	10090.ENSMUSP00000020372	0	0.860	0.720	0	0.959
Cox7c	Uqcrb	10090.ENSMUSP00000115419	10090.ENSMUSP00000021993	0	0.953	0.720	0	0.986
Cox7c	Ndufs6	10090.ENSMUSP00000115419	10090.ENSMUSP00000022097	0	0.404	0	0	0.404
Cox7c	Ndufs4	10090.ENSMUSP00000115419	10090.ENSMUSP00000022286	0	0.411	0	0	0.410
Cox7c	Ndufb9	10090.ENSMUSP00000115419	10090.ENSMUSP00000022980	0	0.415	0	0.409	0.639
Cox7c	Ndufa6	10090.ENSMUSP00000115419	10090.ENSMUSP00000023085	0	0.404	0	0	0.404
Cox7c	Ndufb4	10090.ENSMUSP00000115419	10090.ENSMUSP00000023514	0	0.404	0	0	0.404
Cox7c	Ndufa5	10090.ENSMUSP00000115419	10090.ENSMUSP00000023851	0	0.404	0	0	0.404
Cox7c	Ndufb8	10090.ENSMUSP00000115419	10090.ENSMUSP00000026222	0	0.346	0	0.432	0.612
Cox7c	Cox8b	10090.ENSMUSP00000115419	10090.ENSMUSP00000026561	0	0.903	0.540	0	0.953
Cox7c	Ndufc2	10090.ENSMUSP00000115419	10090.ENSMUSP00000032882	0	0.404	0	0	0.404
Cox7c	Ndufab1	10090.ENSMUSP00000115419	10090.ENSMUSP00000033157	0	0.404	0	0	0.404
Cox7c	Ndufb7	10090.ENSMUSP00000115419	10090.ENSMUSP00000037341	0	0.404	0	0	0.404
Cox7c	Cox8a	10090.ENSMUSP00000115419	10090.ENSMUSP00000040717	0	0.408	0.800	0.382	0.920
Cox7c	Ndufa4l2	10090.ENSMUSP00000115419	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox7c	Ndufv1	10090.ENSMUSP00000115419	10090.ENSMUSP00000042967	0	0.415	0	0	0.414
Cox7c	Ndufb10	10090.ENSMUSP00000115419	10090.ENSMUSP00000043543	0	0.415	0	0	0.414
Cox7c	Uqcrq	10090.ENSMUSP00000115419	10090.ENSMUSP00000053145	0	0.954	0.720	0.079	0.987
Cox7c	Uqcr10	10090.ENSMUSP00000115419	10090.ENSMUSP00000054856	0	0.908	0.720	0	0.973
Cox7c	Ndufa8	10090.ENSMUSP00000115419	10090.ENSMUSP00000065352	0	0.404	0	0	0.404
Cox7c	Ndufa3	10090.ENSMUSP00000115419	10090.ENSMUSP00000075953	0	0.404	0	0	0.404
Cox7c	mt-Nd1	10090.ENSMUSP00000115419	10090.ENSMUSP00000080991	0	0.404	0	0	0.404
Cox7c	mt-Nd2	10090.ENSMUSP00000115419	10090.ENSMUSP00000080992	0	0.404	0	0.066	0.419
Cox7c	mt-Co1	10090.ENSMUSP00000115419	10090.ENSMUSP00000080993	0	0.956	0.900	0	0.995
Cox7c	mt-Co2	10090.ENSMUSP00000115419	10090.ENSMUSP00000080994	0	0.937	0.900	0.065	0.993
Cox7c	mt-Co3	10090.ENSMUSP00000115419	10090.ENSMUSP00000080997	0	0.918	0.900	0	0.991
Cox7c	mt-Nd3	10090.ENSMUSP00000115419	10090.ENSMUSP00000080998	0	0.404	0	0	0.404
Cox7c	mt-Nd4	10090.ENSMUSP00000115419	10090.ENSMUSP00000081000	0	0.404	0	0	0.404
Cox7c	mt-Nd5	10090.ENSMUSP00000115419	10090.ENSMUSP00000081001	0	0.404	0	0.566	0.730
Cox7c	mt-Nd6	10090.ENSMUSP00000115419	10090.ENSMUSP00000081002	0	0.404	0	0	0.404
Cox7c	mt-Cytb	10090.ENSMUSP00000115419	10090.ENSMUSP00000081003	0	0.865	0.720	0	0.960
Cox7c	Ndufb6	10090.ENSMUSP00000115419	10090.ENSMUSP00000092746	0	0.404	0	0	0.404
Cox7c	Uqcc3	10090.ENSMUSP00000115419	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
Cox7c	Ndufs7	10090.ENSMUSP00000115419	10090.ENSMUSP00000101003	0	0.415	0	0	0.414
Cox7c	Ndufs5	10090.ENSMUSP00000115419	10090.ENSMUSP00000101813	0	0.415	0	0	0.414
Cox7c	Ndufb11	10090.ENSMUSP00000115419	10090.ENSMUSP00000112320	0	0.346	0	0.188	0.446
Cox7c	Ndufa12	10090.ENSMUSP00000115419	10090.ENSMUSP00000136313	0	0.404	0	0	0.404
Cox7c	Ndufb1-ps	10090.ENSMUSP00000115419	10090.ENSMUSP00000159138	0	0.404	0	0	0.404
Cox7c	Ndufs8	10090.ENSMUSP00000115419	10090.ENSMUSP00000158541	0	0.415	0	0	0.414
Cox7c	Ndufb2	10090.ENSMUSP00000115419	10090.ENSMUSP00000118918	0	0.267	0	0.293	0.459
Cox7c	Ndufa4	10090.ENSMUSP00000115419	10090.ENSMUSP00000144932	0	0.398	0.900	0.431	0.962
Cox8a	Uqcr11	10090.ENSMUSP00000040717	10090.ENSMUSP00000020372	0	0	0.720	0	0.720
Cox8a	Uqcrb	10090.ENSMUSP00000040717	10090.ENSMUSP00000021993	0	0	0.720	0	0.720
Cox8a	Cox8b	10090.ENSMUSP00000040717	10090.ENSMUSP00000026561	0	0	0.900	0	0.900
Cox8a	Ndufa4l2	10090.ENSMUSP00000040717	10090.ENSMUSP00000042185	0	0	0.540	0	0.540
Cox8a	Uqcrq	10090.ENSMUSP00000040717	10090.ENSMUSP00000053145	0	0	0.720	0	0.720
Cox8a	mt-Cytb	10090.ENSMUSP00000040717	10090.ENSMUSP00000081003	0	0	0.720	0	0.720
Cox8a	Uqcr10	10090.ENSMUSP00000040717	10090.ENSMUSP00000054856	0	0	0.720	0	0.720
Cox8a	Uqcc3	10090.ENSMUSP00000040717	10090.ENSMUSP00000093972	0	0	0.720	0	0.720
